Email No.,the,to,ect,and,for,of,a,you,hou,in,on,is,this,enron,i,be,that,will,have,with,your,at,we,s,are,it,by,com,as,from,gas,or,not,me,deal,if,meter,hpl,please,re,e,any,our,corp,can,d,all,has,was,know,need,an,forwarded,new,t,may,up,j,mmbtu,should,do,am,get,out,see,no,there,price,daren,but,been,company,l,these,let,so,would,m,into,xls,farmer,attached,us,information,they,message,day,time,my,one,what,only,http,th,volume,mail,contract,which,month,more,robert,sitara,about,texas,nom,energy,pec,questions,www,deals,volumes,pm,ena,now,their,file,some,email,just,also,call,change,other,here,like,b,flow,net,following
Email 1396,4,5,5,3,4,1,33,2,1,10,7,3,0,1,31,1,1,0,2,0,0,3,1,53,1,0,1,0,6,0,1,5,0,7,0,0,0,0,0,19,85,1,0,1,0,16,0,0,3,1,0,7,2,0,31,0,1,3,0,1,1,1,0,0,0,3,0,0,0,0,1,0,27,0,1,0,0,14,0,12,0,1,0,0,0,0,2,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Email 1397,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 1398,0,0,1,0,1,0,7,0,0,0,5,0,0,5,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Email 1399,13,6,45,6,1,2,91,0,23,14,22,10,1,6,70,8,1,1,0,4,0,13,1,64,0,12,0,2,4,0,1,13,0,7,3,0,1,0,0,17,160,0,0,4,0,46,1,1,0,0,0,18,0,4,140,0,0,5,1,3,3,1,0,0,0,0,0,1,0,0,1,0,56,0,0,0,0,33,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,22,1,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,2
Email 1400,0,4,1,0,0,1,10,1,0,3,0,3,2,0,16,1,0,0,0,0,0,0,1,15,0,3,0,2,0,2,0,1,0,1,1,0,0,0,0,2,24,0,1,0,0,5,0,0,0,0,1,1,0,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
Email 1401,8,5,5,2,0,0,33,4,1,6,5,3,1,2,24,3,1,0,2,4,0,6,3,23,2,4,0,1,2,0,0,2,1,7,2,0,0,0,0,6,66,1,0,1,1,17,1,1,0,0,1,6,0,0,37,0,0,2,0,0,2,0,1,1,0,2,0,0,0,0,2,0,24,2,0,2,1,14,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,8,1,0,0
Email 1402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 1403,0,1,2,0,1,0,11,0,0,1,3,2,0,1,13,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,2,13,0,0,1,0,5,0,0,0,0,0,1,1,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Email 1404,3,1,1,0,0,1,11,1,0,2,1,0,0,0,9,3,0,0,1,1,0,1,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,1,2,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
Email 1405,61,53,20,27,26,43,450,7,4,108,65,46,15,0,403,20,12,2,2,15,3,92,3,386,12,44,4,21,40,8,11,74,10,24,0,5,0,0,0,93,632,19,10,3,4,167,14,6,3,0,2,99,0,2,508,6,4,7,0,2,4,1,2,3,2,21,5,2,0,2,0,11,204,6,2,10,2,135,2,0,0,0,14,8,0,1,2,1,0,4,0,0,0,131,0,4,1,2,0,1,0,0,2,0,0,14,6,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1,8,1,67,0,0,1
Email 1406,0,1,2,0,1,0,12,0,0,0,6,0,0,2,3,0,0,0,0,0,0,1,0,9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,1,0,3,0,0,0,0,0,5,1,0,7,0,0,4,0,0,0,3,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Email 1407,0,1,2,0,1,0,14,0,0,2,6,0,0,2,7,0,0,0,0,0,0,1,0,7,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,17,0,0,1,0,3,0,0,0,0,0,5,1,0,7,0,0,6,0,0,0,3,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Email 1408,1,2,5,0,1,0,8,0,0,0,6,3,0,1,11,1,0,0,0,0,0,1,0,18,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,4,30,0,0,1,0,3,0,0,0,0,0,1,1,0,13,0,0,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Email 1409,4,8,1,1,2,3,60,5,2,8,7,4,0,0,38,1,0,0,0,2,2,10,5,43,1,4,1,0,3,0,0,7,1,2,0,1,0,0,1,15,74,0,2,0,2,17,3,0,0,0,0,7,0,0,58,0,3,1,0,0,2,1,1,4,0,3,0,0,0,0,0,0,35,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,14,0,0,0
Email 1410,1,4,3,0,1,1,13,1,0,6,5,0,0,2,16,3,0,0,1,1,0,0,1,8,1,1,0,0,1,0,0,2,0,4,0,0,0,0,1,6,36,0,0,1,0,6,1,0,0,0,0,2,0,0,18,0,2,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,16,0,0,0,2,8,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
Email 1411,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 1412,0,0,1,0,1,0,3,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 1413,1,0,1,2,0,0,61,0,0,10,11,7,0,0,55,1,0,0,0,0,0,8,3,27,0,2,1,0,0,1,0,3,2,2,0,0,0,0,0,5,72,0,0,0,0,21,0,0,0,0,0,8,0,0,39,0,1,3,0,0,3,4,0,0,0,2,0,0,0,0,0,0,47,0,1,3,0,18,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,27,0,0,0
Email 1414,57,36,2,22,5,10,209,36,5,49,47,30,16,0,208,9,4,13,4,3,14,14,4,179,2,25,3,4,11,5,0,15,7,18,0,5,0,0,2,44,326,2,19,0,3,105,5,1,1,0,1,36,0,1,293,1,3,10,0,1,14,11,4,4,0,10,3,0,0,2,0,0,141,0,3,10,1,82,3,0,0,0,14,0,3,0,2,3,4,8,0,8,0,102,0,13,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,1,7,4,0,0,0,0,3,4,25,0,0,0
Email 1415,17,21,33,6,5,6,144,9,19,26,30,10,4,6,117,9,2,5,5,5,6,24,14,173,3,13,0,0,22,4,2,22,6,17,0,9,0,0,4,22,275,1,8,3,1,63,2,0,0,1,0,19,0,2,214,0,2,9,0,3,7,3,0,0,1,11,0,0,1,0,0,0,77,1,1,7,4,53,0,0,0,0,9,0,1,0,7,4,1,1,0,0,0,40,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0,4,0,1,0,0,0,0,1,2,29,0,1,0
Email 1416,2,9,4,1,1,2,112,2,0,13,16,10,0,0,76,6,0,1,1,0,1,11,1,59,0,4,0,0,4,0,0,8,0,10,0,0,0,0,1,5,129,0,1,2,1,32,5,0,0,0,0,16,0,2,68,0,3,3,0,0,3,0,0,0,0,2,1,0,0,0,0,0,65,0,3,2,0,29,1,0,0,0,6,0,0,3,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,30,0,0,0
Email 1417,6,8,2,2,4,5,51,10,1,4,5,7,4,0,37,4,1,0,1,1,5,4,3,41,0,5,0,0,5,1,1,9,0,1,0,0,0,0,0,6,66,2,6,0,1,18,4,0,0,0,0,10,0,0,59,0,0,2,0,0,0,6,1,1,1,1,0,0,0,0,0,0,32,0,0,2,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,1,0,8,0,0,0
Email 1418,0,0,1,0,1,0,12,1,0,4,0,2,1,0,8,1,0,0,0,0,0,1,0,8,1,1,0,0,3,0,1,1,0,4,1,0,2,0,1,2,17,0,0,0,0,4,1,1,0,0,0,2,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Email 1419,0,6,3,0,3,0,41,1,1,5,9,2,1,3,26,1,0,3,1,0,0,4,2,27,0,1,1,3,7,2,2,4,0,2,0,1,0,1,0,3,48,1,1,1,0,12,2,0,0,0,0,6,1,0,26,0,0,4,1,0,0,3,0,0,0,3,0,0,0,0,0,0,25,0,0,1,0,20,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0
Email 1420,7,3,1,5,1,12,58,12,0,5,4,7,0,0,58,5,1,1,0,2,3,5,2,44,7,6,0,0,0,0,0,5,0,1,0,2,0,0,0,18,89,0,14,0,0,27,3,0,0,0,0,8,0,0,51,0,3,14,0,0,5,1,1,0,0,0,0,13,0,0,0,0,49,0,0,8,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Email 1421,1,3,1,0,1,1,28,4,0,4,3,1,0,0,12,0,0,0,0,1,3,0,1,14,1,3,0,2,3,0,0,6,0,2,0,1,0,0,1,7,26,0,3,0,1,7,1,1,0,0,0,4,0,0,24,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 1422,2,2,1,1,0,0,23,2,1,1,2,2,1,0,8,2,1,0,0,0,0,6,0,12,1,1,0,0,1,0,0,2,0,2,2,1,0,0,1,7,36,0,0,0,1,13,2,0,0,1,1,3,0,1,22,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,13,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
Email 1423,0,1,1,1,2,6,13,1,0,2,2,0,0,0,14,1,0,0,1,0,0,2,1,15,2,2,0,0,0,0,0,4,1,1,0,0,0,0,0,5,23,0,0,0,0,5,0,0,0,0,1,1,0,0,15,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,6,0,0,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
Email 1424,4,3,5,1,1,0,40,2,3,2,3,2,1,0,12,3,1,0,0,0,0,6,0,16,3,1,1,0,1,0,0,3,0,6,3,1,1,0,1,9,58,0,0,0,2,19,2,0,0,1,1,7,1,1,32,0,0,4,0,1,0,2,0,0,0,3,1,0,3,0,0,0,21,0,1,2,0,10,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0
Email 1425,7,4,2,0,4,0,40,1,0,7,11,6,2,0,38,4,3,0,1,0,0,7,2,27,0,3,0,0,5,0,0,13,1,3,0,3,0,0,2,14,64,1,0,0,1,23,0,0,0,2,1,3,0,0,46,1,1,1,0,0,1,1,0,0,1,3,1,0,0,0,1,0,19,0,2,1,1,11,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0
Email 1426,0,1,2,0,1,0,7,0,0,1,5,0,0,1,3,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,11,0,0,1,0,3,0,0,0,0,0,1,1,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Email 1427,2,3,7,0,1,0,20,0,0,3,9,4,0,1,21,2,0,0,0,0,0,3,1,22,0,0,1,0,2,1,0,2,0,3,0,0,0,0,2,5,56,0,0,1,0,11,0,0,0,0,0,1,1,0,26,0,0,4,0,0,0,3,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Email 1428,0,0,1,0,2,0,18,4,0,1,2,1,0,0,7,2,0,0,0,0,0,0,0,11,0,2,0,0,3,0,0,4,0,0,0,1,0,0,0,4,18,0,0,0,1,4,0,0,0,0,0,4,0,1,13,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,10,0,0,1,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
Email 1429,0,1,2,0,1,0,16,0,0,0,6,0,0,2,3,0,0,0,0,0,0,1,0,9,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,17,0,0,1,0,3,0,0,0,0,0,5,1,0,9,0,0,4,0,0,0,3,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Email 1430,2,8,1,0,0,2,34,5,0,8,3,10,5,0,49,5,0,0,2,1,0,1,2,43,0,6,0,2,2,6,0,6,0,5,1,2,0,0,1,11,78,0,1,0,0,11,0,0,1,0,0,1,0,0,47,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,0,0,0,1,22,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0,0,0
Email 1431,2,18,1,4,2,6,53,6,1,14,7,1,0,2,42,5,2,4,2,1,0,4,2,25,1,2,0,1,6,0,0,9,0,6,0,5,0,0,1,8,75,1,0,0,0,19,3,2,0,1,0,10,0,1,45,0,0,6,0,0,2,1,1,0,2,1,0,0,0,1,1,0,34,0,0,3,0,16,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,12,0,0,0
Email 1432,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 1433,7,17,3,6,4,3,330,1,2,36,47,23,0,0,253,15,0,0,0,0,0,37,2,178,2,28,6,8,11,0,0,40,0,20,1,3,0,1,0,25,373,1,3,1,0,122,7,0,0,1,0,53,0,1,244,0,2,9,0,0,11,14,0,0,1,10,0,0,0,0,0,1,186,1,4,12,0,114,0,0,0,0,22,0,0,0,3,2,0,3,0,0,1,24,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2,1,0,0,2,0,0,1,0,0,0,1,0,94,1,2,0
Email 1434,0,0,1,0,1,0,3,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 1435,2,4,4,1,3,4,56,3,3,11,10,3,1,0,57,0,0,0,1,3,1,9,7,55,2,7,1,1,3,1,0,7,0,1,0,1,0,0,0,18,95,0,1,0,0,19,4,0,0,0,1,3,0,0,65,0,3,2,0,0,1,2,1,4,0,2,0,0,0,0,0,0,46,0,0,1,0,12,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,12,0,1,0
Email 1436,21,20,8,18,9,6,151,3,7,29,34,9,1,7,135,3,0,2,0,5,0,26,4,119,1,20,2,10,15,1,1,28,0,13,3,2,0,0,0,19,212,2,3,2,2,74,1,2,1,0,1,35,1,1,166,0,2,5,0,0,2,4,3,2,2,5,1,0,0,0,0,2,76,0,0,2,1,55,0,0,0,0,14,0,2,0,1,0,1,2,2,1,0,39,0,0,1,0,0,0,0,0,1,0,0,8,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,2,23,0,0,0
Email 1437,0,7,1,4,0,11,39,3,0,19,7,5,1,0,67,4,0,0,0,1,2,4,1,54,3,3,0,11,0,0,0,12,0,1,0,1,0,0,0,5,58,0,2,0,0,25,1,0,0,0,0,9,0,0,52,0,1,1,0,0,7,1,2,0,0,1,0,2,0,0,0,0,18,0,0,8,0,28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0
Email 1438,11,5,61,5,2,1,89,1,29,20,30,10,0,14,69,6,0,4,0,2,1,10,3,48,0,5,1,0,8,0,0,15,0,4,0,1,0,0,2,7,197,0,1,7,0,30,0,0,0,0,0,22,1,3,123,0,1,9,0,0,1,4,0,0,0,0,1,1,0,0,0,0,56,0,1,2,0,23,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,21,0,0,0
Email 1439,0,1,2,0,3,0,15,0,0,1,7,0,0,2,8,0,0,0,0,0,0,1,1,9,0,0,2,2,2,0,2,4,0,0,0,0,0,2,0,1,18,0,1,1,0,8,0,0,0,0,0,3,1,0,6,0,0,4,0,0,0,4,0,0,1,2,0,0,0,0,0,0,8,0,0,1,0,10,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0
Email 1440,4,5,7,1,0,0,41,3,3,1,2,2,1,0,14,3,1,0,0,0,0,8,0,17,3,1,0,0,2,0,0,2,0,6,3,1,0,0,1,11,67,0,0,0,1,23,3,1,0,1,1,6,0,1,37,0,0,5,0,1,0,1,1,0,0,3,1,0,3,0,1,0,22,1,1,0,1,10,0,0,2,0,0,0,0,0,2,0,0,1,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0
Email 1441,16,14,1,0,5,7,67,12,0,16,12,8,1,0,55,4,3,4,6,0,3,3,1,70,7,2,0,3,7,1,0,10,0,13,0,3,0,0,2,20,113,3,3,0,2,14,3,0,0,3,0,9,0,0,80,2,0,4,0,0,3,1,3,1,0,3,0,0,0,0,0,0,45,0,2,4,0,27,0,0,0,0,13,0,5,0,3,0,0,1,0,1,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,2,0,2,0,1,0,1,1,0,9,0,0,0
Email 1442,1,6,1,0,1,0,91,5,0,3,4,2,0,0,67,7,1,1,0,0,1,8,4,75,0,2,2,0,6,1,0,6,2,1,0,4,0,0,1,3,91,0,1,0,1,59,0,0,0,0,0,5,0,0,107,0,5,68,0,0,2,2,1,1,0,4,0,0,0,1,0,0,75,0,0,1,0,69,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,128,0,0,0
Email 1443,0,0,1,0,0,0,8,0,0,3,2,0,0,0,8,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 1444,6,3,2,4,0,2,28,1,0,3,2,7,3,1,15,0,0,0,0,1,0,1,3,33,1,1,0,1,6,0,1,1,0,2,0,0,0,0,1,4,45,0,0,0,2,14,0,1,0,2,0,10,0,0,31,0,0,2,0,0,2,2,1,0,0,2,0,1,0,0,0,0,16,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Email 1445,9,11,17,5,0,3,70,1,9,15,12,12,5,4,47,3,2,0,0,2,0,11,8,62,2,4,0,3,6,1,1,7,1,5,0,1,0,1,1,14,125,0,1,2,3,31,1,1,0,3,2,15,0,0,93,0,2,4,0,1,3,3,1,0,0,6,0,1,1,1,0,0,40,0,1,2,3,22,0,0,1,0,3,0,0,0,0,0,1,2,2,0,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0
Email 1446,17,21,33,7,0,6,127,1,17,27,27,17,6,6,96,9,4,3,2,2,0,20,12,111,5,11,1,8,8,2,1,18,4,8,0,3,0,1,1,28,227,0,1,3,3,54,4,1,0,3,2,21,0,0,178,0,2,8,0,2,6,5,2,0,1,9,1,1,2,2,0,0,85,0,2,5,6,42,0,0,2,0,8,0,0,0,0,1,1,4,2,0,0,37,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,1,1,0,0,0,1,0,28,0,0,0
